Artists,Name,Genre,Weekly.rank
Ruben Studdard,Sorry 2004,"Soul,R&;B,Rap",9
Rudimental,Lay It All On Me,"UK,Pop",48
Ruff Endz,No More,"R&;B,Pop",5
Ruff Endz,Someone To Love You,R&;B,49
Rupee,Tempted To Touch,"R&;B,Soca,Calypso,Dancehall,Reggae",39
Russ,Losin Control,R&;B,62
Russ,What They Want,"Producer,Rap",83
Russell Dickerson,Blue Tacoma,Country,52
Russell Dickerson,Yours,Country,49
Ruth B,Lost Boy,"Ballad,Pop",24
Ryan Cabrera,On The Way Down,Pop,15
Ryan Cabrera,Shine On,Pop,86
Ryan Cabrera,True,Pop,18
Ryan Duarte,You,Pop,81
Ryan Leslie,Diamond Girl,"R&;B,Rap",95
S Club 7,Never Had A Dream Come True,"UK,Pop",10
SHAED,Trampoline,Pop,77
SHeDAISY,Come Home Soon,Pop,75
SHeDAISY,Deck The Halls,"Christmas,Pop",61
SHeDAISY,Don't Worry 'Bout A Thing,Pop,59
SHeDAISY,I Will...But,Pop,43
SHeDAISY,Passenger Seat,Pop,66
SHeDAISY,This Woman Needs,Pop,57
"SOB, RBE",Paramedic!,"Bay Area,Trap,West Coast,Rap,Soundtrack",65
SZA,Broken Clocks,"Neo Soul,R&;B",82
SZA,Love Galore,"Trap,Rap,R&;B",32
SZA,The Weekend,R&;B,33
"SZA, The Weeknd, Travis Scott",Power Is Power,"Hip-Hop,Canada,Soundtrack,Rap,Pop",90
Sade,By Your Side,"Soul Pop,Jazz,Pop,Soul,R&;B",75
Sade,Soldier Of Love,"Soul Pop,Rock,Soul,Pop,R&;B",52
Sage The Gemini,Gas Pedal,"West Coast,Rap",29
Sage The Gemini,Good Thing,"Pop,R&;B,Rap",75
Sage The Gemini,Red Nose,"West Coast,Rap",52
Saliva,Always,Rock,51
Saliva,Rest In Pieces,Rock,93
Sam Adams,Driving Me Crazy,Rap,90
Sam Hunt,Body Like A Back Road,"Pop Country,Pop,Country",6
Sam Hunt,Break Up In A Small Town,Country,29
Sam Hunt,Downtown's Dead,Country,94
Sam Hunt,Drinkin' Too Much,Country,89
Sam Hunt,House Party,Country,26
Sam Hunt,Leave The Night On,"Rock,Country",30
Sam Hunt,Make You Miss Me,"Rock,Country",45
Sam Hunt,Take Your Time,Country,20
"Sam Palladio, Clare Bowen",Fade Into You,Pop,92
Sam Smith,Have Yourself A Merry Little Christmas,Pop,90
Sam Smith,I'm Not The Only One,"Piano,Adult Alternative,Adult Contemporary,Blue-Eyed Soul,Soul,Soul Pop,Ballad,Pop-Rock,UK,Pop",5
Sam Smith,Lay Me Down,"UK,Pop",8
Sam Smith,Leave Your Lover,"UK,Pop",92
Sam Smith,Like I Can,"UK,Pop",99
Sam Smith,Pray,"Remix,Rap,Pop",55
Sam Smith,Stay With Me,"Piano,Adult Alternative,Adult Contemporary,Soul Pop,Blue-Eyed Soul,Ballad,Soul,UK,Pop",2
Sam Smith,Too Good At Goodbyes,"Adult Contemporary,R&;B,Soul Pop,Orchestral,Soul,Ballad,UK,Pop",4
Sam Smith,Writing's On The Wall,"Soundtrack,Screen,Pop",71
"Sam Smith, Normani",Dancing With A Stranger,"UK,Pop",7
Samantha Barks,On My Own,Pop,97
Samantha Mumba,Gotta Tell You,"Ireland,Pop",4
Sammie,I Like It,Pop,24
Santana,I'm Feeling You,"Blues Rock,Rock",55
Santana,Into The Night,Pop,26
Santana,Maria Maria,"Pop-Rock,Neo Soul,Soul Pop,Soul,M\xc3\xa9xico,Latin Pop,R&;B,Pop",1
Santana,Smooth,"Alternative Rock,Latin Pop,M\xc3\xa9xico,Latin Rock,Pop-Rock,Rock",1
Santana,The Game Of Love,"M\xc3\xa9xico,Rock",5
Sara Bareilles,Brave,"Power Pop,Pop-Rock,Pop,Rock",23
Sara Bareilles,I Choose You,"Rock,Pop",81
Sara Bareilles,King Of Anything,"Pop-Rock,Piano,Indie Pop,Pop,Rock",32
Sara Bareilles,Love Song,"Pop,Rock",4
Sara Evans,A Little Bit Stronger,Country,34
Sara Evans,A Real Fine Place To Start,Country,38
Sara Evans,As If,Country,62
Sara Evans,Born To Fly,Country,34
Sara Evans,Cheatin',Country,69
Sara Evans,I Could Not Ask For More,Country,35
Sara Evans,I Keep Looking,Country,35
Sara Evans,Perfect,Country,46
Sara Evans,Slow Me Down,Country,89
Sara Evans,Suds In The Bucket,Country,33
Sara Ramirez,The Story,Pop,69
Sarah Connor,Bounce,Pop,54
Sarah McLachlan,Fallen,Pop,41
Sarah McLachlan,I Will Remember You,"Pop,Rock",14
Sarah McLachlan,River,Pop,71
Sarina Paris,Look At Us,Pop,59
Savage,Swing,Rap,45
Savage Garden,Crash And Burn,"Pop-Rock,Pop",24
Savage Garden,I Knew I Loved You,"Adult Contemporary,Australia,Ballad,Pop",1
Saving Abel,Addicted,"Hard Rock,Post-Grunge,Rock",20
Saving Jane,Girl Next Door,Rock,31
Sawyer Fredericks,Please,"Pop,The Voice,Rock",37
ScHoolboy Q,Collard Greens,Rap,92
ScHoolboy Q,Floating,"Rap,Gangsta Rap,Hip-Hop,Trap,West Coast",67
ScHoolboy Q,Man Of The Year,"West Coast,Rap",62
ScHoolboy Q,Numb Numb Juice,"Rap,Gangsta Rap,Hip-Hop,Trap,West Coast",55
ScHoolboy Q,Studio,"West Coast,Rap",38
ScHoolboy Q,THat Part,"Trap,Memes,West Coast,Rap",40
ScHoolboy Q + Travis Scott,CHopstix,"Rap,Hip-Hop,West Coast,Trap",85
"ScHoolboy Q, 2 Chainz, Saudi",X,"African Languages,Marvel,Trap,South Africa,Soundtrack,West Coast,Rap",49
Scarface,Guess Who's Back,Rap,79
Scotty McCreery,Feelin' It,Country,84
Scotty McCreery,Five More Minutes,Country,44
Scotty McCreery,I Love You This Big,"American Idol,Country,Rock",11
Scotty McCreery,See You Tonight,"Country,Rock",52
Scotty McCreery,The Trouble With Girls,"Country,Rock",55
Scotty McCreery,This Is It,Country,42
Seal,Love's Divine,Rock,79
Seal,Waiting For You,Pop,89
Sean Kingston,Beat It,"R&;B,Rap",52
Sean Kingston,Beautiful Girls,Rap,1
Sean Kingston,Dumb Love,Rap,84
Sean Kingston,Face Drop,Pop,61
Sean Kingston,Fire Burning,Rap,5
Sean Kingston,Letting Go,Rap,36
Sean Kingston,Me Love,Rap,14
Sean Kingston,Take You There,Rap,7
"Sean Kingston, Justin Bieber",Eenie Meenie,"Canada,Pop",15
Sean Paul,Get Busy,"Pop,Reggae,Jamaica,Dancehall",1
Sean Paul,Gimme The Light,"Jamaica,Dancehall,Rap",7
Sean Paul,Give It Up To Me,"Jamaica,Dancehall,Rap",3
Sean Paul,Got 2 Luv U,"Pop,Rap",84
Sean Paul,I'm Still In Love With You,"Jamaica,Reggae,Dancehall,Rap",14
Sean Paul,Like Glue,"Pop,Electro-Pop,Jamaica,Dancehall",13
Sean Paul,She Doesn't Mind,"Jamaica,Pop,Dancehall",78
Sean Paul,So Fine,Rap,50
Sean Paul,Temperature,"Reggae,Jamaica,Dancehall,Rap",1
Sean Paul,We Be Burnin',"Jamaica,Pop,Dancehall,Rap",6
Sech,Otro Trago,"Dancehall,Reggaeton,Latin Music,Latin Urban,En Espa\xc3\xb1ol,Puerto Rico,Latin Pop,Pop",81
Secondhand Serenade,Fall For You,Rock,21
Secondhand Serenade,Vulnerable,Pop,83
Seether,Broken,Rock,20
Seether,Careless Whisper,"Cover,Post-Grunge,Rock",63
Seether,Country Song,"Rock,Post-Grunge,Alternative Metal",72
Seether,Fake It,"Hard Rock,Rock",56
Seether,Fine Again,Rock,61
Seether,Remedy,"Nu-Metal,Post-Grunge,Alternative Metal,Rock",70
Seether,Rise Above This,"Post-Grunge,Alternative Metal,Rock",91
Selena Gomez,Back To You,"Ballad,Electro-Pop,Dance-Pop,Soundtrack,Pop",18
Selena Gomez,Bad Liar,Pop,20
Selena Gomez,Fetish,"Rap,Electro-Pop,Pop",27
Selena Gomez,Good For You,"Rap,Pop",5
Selena Gomez,Hands To Myself,Pop,7
Selena Gomez,Kill Em With Kindness,"Electro,Eurodance,Electro House,Dance,Tropical House,Pop",39
Selena Gomez,Magic,"Glam Rock,Pop-Rock,Power Pop,Rock,TV,Disney,Soundtrack,Pop",61
Selena Gomez,Same Old Love,Pop,5
Selena Gomez,Slow Down,"Electronic,Pop",27
Selena Gomez,Tell Me Something I Don't Know,"Soundtrack,Pop",58
Selena Gomez,The Heart Wants What It Wants,"R&;B,Pop",6
"Selena Gomez, Demi Lovato",One And The Same,"Disney,Children&#39;s Music,Soundtrack,Pop",82
"Selena Gomez, Marshmello",Wolves,"Dance,Electronic,Electro-Pop,Pop",20
"Selena Gomez, The Scene",A Year Without Rain,"Electro,Dance-Pop,Dance,Eurodance,Synth-Pop,Electro-Pop,Pop",35
"Selena Gomez, The Scene",Bang Bang Bang,Pop,94
"Selena Gomez, The Scene",Falling Down,"Alternative Rock,Rock,Pop-Rock,Pop",82
"Selena Gomez, The Scene",Love You Like A Love Song,"Eurodance,Dance-Pop,Electro-Pop,Pop",22
"Selena Gomez, The Scene",Naturally,"Disco,Electro-Pop,Teen Pop,Dance-Pop,Pop",29
"Selena Gomez, The Scene",Who Says,Pop,21
September,Cry For You,Pop,74
Serj Tankian,Empty Walls,"Alternative Metal,Alternative Rock,Hard Rock,Metal,Rock",97
Sevyn Streeter,It Won't Stop,"Alternative R&;B,R&;B",30
Shaggy,Angel,"Jamaica,Dance,Reggae,R&;B",1
Shaggy,I Need Your Love,Pop,66
Shaggy,It Wasn't Me,Rap,1
Shakira,Can't Remember To Forget You,"Pop-Rock,Ska,Pop",15
Shakira,Chantaje,"Latin Music,Reggaeton,En Espa\xc3\xb1ol,Pop",51
Shakira,Dare,"Pop,Electro-Pop",53
Shakira,Don't Bother,"Pop-Rock,Rock",42
Shakira,Empire,"Latin Rock,Rock,Ballad,Pop",58
Shakira,Give It Up To Me,"Rap,Synth-Pop,Pop",29
Shakira,Gypsy,"Folk,Pop",65
Shakira,Hips Don't Lie,"Salsa,Latin Pop,R&;B,Pop",1
Shakira,La Tortura,"Latin Pop,En Espa\xc3\xb1ol,Rock",23
Shakira,Loca,"Latin Pop,Merengue,Pop",32
Shakira,Me Enamore,"Latin Music,Latin Pop,Reggaeton,En Espa\xc3\xb1ol,Pop",83
Shakira,Objection,"Pop-Rock,Rock",55
Shakira,Perro Fiel,"En Espa\xc3\xb1ol,Pop",100
Shakira,She Wolf,"Dance,Electro-Pop,Electronic,Pop",11
Shakira,Try Everything,"Disney,Soundtrack,Pop",63
Shakira,Underneath Your Clothes,"Pop-Rock,Rock",9
Shakira,"Whenever, Wherever","Pop,Latin Pop,Rock",6
Shane Minor,Slave To The Habit,Pop,82
Shania Twain,Come On Over,"Country,Rock",58
Shania Twain,Forever And For Always,"Country,Rock",20
Shania Twain,I'm Gonna Getcha Good!,"Pop,Country,Rock",34
Shania Twain,It Only Hurts When I'm Breathing,"Country,Rock",71
Shania Twain,Man! I Feel Like A Woman!,"Pop,Country,Rock",23
Shania Twain,She's Not Just A Pretty Face,"Country,Rock",56
Shania Twain,That Don't Impress Me Much,"Pop-Rock,Pop,Country",15
Shania Twain,Today Is Your Day,"Country,Rock",66
Shania Twain,Up!,"Pop,Country,Rock",63
Shania Twain,You've Got A Way,"Country,Rock",49
Shareefa,Need A Boss,"R&;B,Rap",62
Sharissa,Any Other Night,"R&;B,Pop",72
Shawn Mendes,A Little Too Much,Pop,94
Shawn Mendes,If I Can't Have You,"Canada,Teen Pop,Pop",2
Shawn Mendes,In My Blood,"Producer,Rock,Adult Contemporary,Ballad,Pop-Rock,Canada,Pop",11
Shawn Mendes,Life Of The Party,"Canada,Pop",24
Shawn Mendes,Mercy,"Canada,Pop",15
Shawn Mendes,Something Big,Pop,80
Shawn Mendes,Stitches,Pop,4
Shawn Mendes,There's Nothing Holdin' Me Back,"Latin Pop,Dance,Alternative Pop,Pop-Rock,Canada,Pop",6
Shawn Mendes,Treat You Better,"Canada,Pop",6
Shawn Mendes,Youth,Pop,65
"Shawn Mendes, Camila Cabello",I Know What You Did Last Summer,Pop,20
"Shawn Mendes, Camila Cabello",Senorita,Pop,2
"Shawn Mendes, Zedd",Lost In Japan,"Canada,R&;B,Remix,Electronic,Dance,Pop",48
Shawnna,Gettin' Some,Rap,31
Shawty Lo,Dey Know,Rap,31
Sheck Wes,Mo Bamba,"Hip-Hop,NBA,East Coast,Memes,Basketball,Trap,Rap",6
Sheppard,Geronimo,Rock,53
Sherrie Austin,Never Been Kissed,Pop,89
Sheryl Crow,Easy,Country,72
Sheryl Crow,Good Is Good,"Country,Rock",64
Sheryl Crow,Love Is Free,Country,77
Sheryl Crow,Not Fade Away,Pop,78
Sheryl Crow,Soak Up The Sun,"Adult Alternative,Producer,Singer-Songwriter,Adult Contemporary,Pop-Rock,Pop,Country,Rock",17
Sheryl Crow,Steve McQueen,Country,88
Sheryl Crow,The First Cut Is The Deepest,"Pop-Rock,Pop,Country,Rock",14
"Sheryl Crow, Kid Rock, Keith Urban",Lean On Me,Pop,47
"Sheryl Crow, Sting",Always On Your Side,Country,33
Shinedown,Bully,Rock,94
Shinedown,I Dare You,Rock,88
Shinedown,If You Only Knew,Rock,42
Shinedown,Save Me,Rock,72
Shinedown,Second Chance,"Adult Contemporary,Adult Alternative,Post-Grunge,Alternative Rock,Rock",7
Shinedown,Sound Of Madness,Rock,85
Shinedown,The Crow & The Butterfly,Rock,97
Shiny Toy Guns,Major Tom,Pop,97
Shirt,T,"Hip-Hop,Trap,Rap",19
Shontelle,Impossible,"R&;B,Rap",13
Shop Boyz,Party Like A Rockstar,Rap,2
Shwayze,Corona And Lime,Rap,23
Shyne,Bad Boyz,Rap,57
Sia,Alive,"Australia,Pop",56
Sia,Chandelier,"Adult Contemporary,Ballad,Reggae,R&;B,Electro-Pop,Pop",8
Sia,Cheap Thrills,"Jamaica,Remix,Australia,Rap,Synth-Pop,Pop",1
Sia,Helium,"Soundtrack,Pop",71
Sia,The Greatest,"Australia,LGBTQ+,Rap,Pop",18
Sick Puppies,Maybe,Rock,56
Silento,Watch Me,"Pop,Rap",3
Silk,If You,R&;B,70
Silk,Meeting In My Bedroom,"R&;B,Pop",62
"Silk City, Dua Lipa",Electricity,"Retro,Disco,Electro House,Dance-Pop,Dance,Electronic,UK,House,Pop",62
Silversun Pickups,Panic Switch,Rock,92
Simple Plan,Addicted,Rock,45
Simple Plan,I'd Do Anything,"Pop-Punk,Rock",51
Simple Plan,Perfect,"Pop-Punk,Canada,Qu\xc3\xa9bec,Rock",24
Simple Plan,Shut Up,Rock,99
Simple Plan,Welcome To My Life,Rock,40
Sisqo,Got To Get It,R&;B,40
Sisqo,Incomplete,R&;B,1
Sisqo,Thong Song,R&;B,3
Sister Hazel,Change Your Mind,Pop,59
Sixpence None The Richer,Don't Dream It's Over,"Adult Contemporary,Adult Alternative,Cover,Pop-Rock,Rock,Pop",78
Sixpence None The Richer,Kiss Me,"Adult Alternative,Adult Contemporary,Ballad,Pop,Pop-Rock,Rock",14
Sixpence None The Richer,There She Goes,Pop,32
Ski Mask The Slump God,Faucet Failure,"Hip-Hop,Afro Trap,Trap,Rap",87
Ski Mask The Slump God,Foot Fungus,"Trap,Rap",81
Ski Mask The Slump God,Nuketown,"Hip-Hop,Screamo,Trap,Rap",63
Skillet,Awake And Alive,"Christian Rock,Christian,Rock",100
Skrillex,Bangarang,"Electro,Dubstep,Electronic,Dance,Rock",72
Skrillex,First Of The Year,"Dance,Electro,Dubstep,Electronic,Pop",85
Skrillex,Kyoto,"Dance,Dubstep,Rock",74
Skrillex,Scary Monsters And Nice Sprites,"Rock,Dance,Electro,Electronic,Dubstep",69
"Skrillex, Rick Ross",Purple Lamborghini,"Pop,Dubstep,Trap,Rap",33
Slaughterhouse,Throw That,Rap,98
Sleepy Brown,I Can't Wait,"Dirty South,Soundtrack,Soul,Funk,R&;B,Rap",40
Slim,So Fly,Rap,49
Slum Village,Selfish,Rap,55
Slum Village,Tainted,Rap,87
Smash Mouth,All Star,"Punk Rock,Ska,Ska Punk,Screen,Pop-Rock,Soundtrack,Power Pop,Memes,Pop-Punk,Alternative Rock,Rock",4
Smash Mouth,I'm A Believer,"Soundtrack,Cover,Pop-Rock,Rock",25
Smash Mouth,Then The Morning Comes,Rock,11
"Smilez, Southstar",Tell Me,Pop,28
Smokie Norful,I Need You Now,"Gospel,Pop",96
Snoop Dogg,Beautiful,"Soul Pop,R&;B,West Coast,Hip-Hop,Rap",6
Snoop Dogg,Boom,Rap,76
Snoop Dogg,Drop It Like It's Hot,"West Coast,Memes,Producer,Rap",1
Snoop Dogg,From Tha Chuuuch To Da Palace,Rap,77
Snoop Dogg,Gangsta Luv,Rap,35
Snoop Dogg,I Wanna Rock,Rap,41
Snoop Dogg,Just A Baby Boy,"Soundtrack,Hip-Hop,R&;B,Rap",90
Snoop Dogg,Lay Low,"Gangsta Rap,Hardcore Hip-Hop,West Coast,Rap",50
Snoop Dogg,Let's Get Blown,"West Coast,R&;B,Funk,Rap",54
Snoop Dogg,Sensual Seduction,Pop,7
Snoop Dogg,Signs,"West Coast,Funk,Pop,R&;B,Rap",46
Snoop Dogg,That's That,"R&;B,West Coast,Rap",20
"Snoop Dogg, Wiz Khalifa","Young, Wild & Free","Pop,Rap",7
Snootie Wild,Made Me,"Trap,Rap",93
Snow Patrol,Called Out In The Dark,Rock,78
Snow Patrol,Chasing Cars,Rock,5
Snow Patrol,Set The Fire To The Third Bar,Rock,54
Snow Patrol,Signal Fire,Pop,65
SoMo,Ride,Rap,76
Sofi Tukker,Best Friend,"Alternative Dance,Electronica,Funk,Electro-Funk,Deep House,House,Dance-Pop,Gaming,Soundtrack,Pop",81
"Sofia Carson, Cameron Boyce, Booboo Stewart, Mitchell Hope",Chillin' Like A Villain,"Funk-Pop,Pop",95
Soko,We Might Be Dead By Tomorrow,Rock,9
Solange,Cranes In The Sky,R&;B,74
Solange,Don't Touch My Hair,R&;B,91
Sole,"4, 5, 6",Rap,21
Soluna,For All Time,"En Espa\xc3\xb1ol,Pop",72
Son By Four,Purest Of Pain,"Bachata,Latin Music,Pop",26
Sonique,It Feels So Good,Rap,8
Sophia Grace,Best Friends,Pop,87
SoulDecision,Faded,Rap,22
Soulja Boy Tell 'em,Kiss Me Thru The Phone,Rap,3
Soulja Boy Tell'em,Crank That,"Hip-Hop,Dirty South,Dance,Crunk,Memes,Rap",1
Soulja Boy Tell'em,Pretty Boy Swag,"Trap,Dirty South,Crunk,Hip-Hop,Rap",34
Soulja Boy Tell'em,Soulja Girl,Rap,32
Soulja Boy Tell'em,YAHHH!,Rap,48
Soundgarden,Black Rain,"Alternative Metal,Alternative Rock,Grunge,Rock",96
Spectacular! Cast,Break My Heart,Pop,95
Splender,I Think God Can Explain,Pop,62
Spose,I'm Awesome,Rap,37
St. Lunatics,Midwest Swing,Rap,88
Stacie Orrico,More To Life,Pop,30
Stacie Orrico,Stuck,Pop,52
Staind,Believe,"Hard Rock,Alternative Rock,Rock",83
Staind,Fade,"Alternative Metal,Nu-Metal,Rock",62
Staind,For You,"Nu-Metal,Alternative Metal,Rock",63
Staind,It's Been Awhile,"Alternative Rock,Memes,Nu-Metal,Alternative Metal,Rock",5
Staind,Price To Play,"Hard Rock,Alternative Rock,Rock",66
Staind,Right Here,"Nu-Metal,Alternative Metal,Alternative Rock,Rock",55
Staind,So Far Away,"Hard Rock,Alternative Rock,Rock",24
Starley,Call On Me,"Dance,Electronic,Pop",65
Steel Magnolia,Keep On Lovin' You,Pop,68
Steve Aoki,Waste It On Me,"Dance,Pop",89
"Steve Aoki, Chris Lake, Tujamo",Delirious,"Dance,Pop,Electronic",90
"Steve Aoki, Louis Tomlinson",Just Hold On,"Dance-Pop,UK,Electronic,Dance,Pop",52
Steve Azar,I Don't Have To Be Me,Pop,35
Steve Holy,Brand New Girlfriend,Country,40
Steve Holy,Good Morning Beautiful,Country,29
Steve Holy,Love Don't Run,Pop,78
Steve Wariner,I'm Already Taken,Country,42
Steve Wariner,Two Teardrops,Pop,73
Steven Tyler,Feels So Good,Pop,35
Steven Tyler,Love Is Your Name,Country,75
Stevie Wonder,So What The Fuss,"Rock,Soul Pop,Soul,R&;B",96
Sting,Desert Rose,"Rock,Pop",17
Stone Sour,Bother,"Acoustic,Rock",56
Stone Sour,Through Glass,Rock,39
Stone Temple Pilots,Sour Girl,"Pop-Rock,Psychedelic Rock,Adult Alternative,Alternative Rock,Grunge,Rock",78
Styles,Good Times,Rap,22
Sugababes,Hole In The Head,Pop,96
Sugar Ray,Every Morning,Rock,27
Sugar Ray,Falls Apart,Pop,29
Sugar Ray,Someday,Rock,7
Sugar Ray,When It's Over,Rock,13
Sugarland,All I Want To Do,"Country,Rap",18
Sugarland,Already Gone,"Country,Rock",41
Sugarland,Babe,"Country,Pop",72
Sugarland,Baby Girl,"Country,Rock",38
Sugarland,Everyday America,"Country,Rock",68
Sugarland,It Happens,"Country,Rock",33
Sugarland,Joey,"Country,Rock",89
Sugarland,Just Might,"Country,Rock",60
Sugarland,Life In A Northern Town,Country,43
Sugarland,Little Miss,"Country,Rock",71
Sugarland,Something More,"Country,Rock",35
Sugarland,Stay,"Country,Rock",32
Sugarland,Stuck Like Glue,"Pop Country,Country,Rock",17
Sugarland,Want To,"Country,Rock",32
Sum 41,Fat Lip,"Gaming,Soundtrack,Punk Rock,Skate Punk,Rap,Canada,Pop-Punk,Rock",66
"Summer Walker, Drake",Girls Need Love,"Atlanta,Canada,Remix,R&;B",37
Sunday,I Know,R&;B,98
Sunny Sweeney,From A Table Away,Pop,71
Sunshine Anderson,Heard It All Before,"Neo Soul,Soul Pop,R&;B",18
Susan Boyle,I Dreamed A Dream,Pop,62
Susan Boyle,Wild Horses,Pop,98
Swae Lee,Guatemala,"Afrobeats,Dancehall,Pop,Rap",84
Swedish House Mafia,Don't You Worry Child,"Progressive House,Dance-Pop,Dance,Pop,Electronic",6
Switchfoot,Dare You To Move,"Christian Rock,Christian,Alternative,Alternative Rock,Rock",17
Switchfoot,Meant To Live,"Christian Rock,Christian,Post-Grunge,Alternative,Alternative Rock,Rock",18
Switchfoot,Stars,"Rock,Pop",68
Swizz Beatz,It's Me Snitches,Pop,83
Swizz Beatz,Money In The Bank,Rap,84
System Of A Down,Aerials,"Nu-Metal,Experimental Rock,Heavy Metal,Metal,Alternative Rock,Rock",55
System Of A Down,B.Y.O.B.,"Thrash Metal,Alternative Metal,Alternative Rock,Metal,Heavy Metal,Rock",27
System Of A Down,Chop Suey,"Rap Rock,Speed Metal,Heavy Metal,Metal,Nu-Metal,Alternative Metal,Rock",76
System Of A Down,Hypnotize,"Pop-Rock,Pop,Alternative Rock,Alternative Metal,Rock",57
System Of A Down,Toxicity,"Alternative Rock,Nu-Metal,Heavy Metal,Alternative Metal,Metal,Rock",70
T,5 O'Clock,"R&;B,Rap",10
T,Bang Bang Pow Pow,"R&;B,Rap",48
T,Bartender,R&;B,5
T,Best Love Song,R&;B,33
T,Buy U A Drank,"Crunk,Producer,Dirty South,Hip-Hop,R&;B,Rap",1
T,Can't Believe It,"R&;B,Rap",7
T,Freeze,"Trap,Rap",38
T,I'm Sprung,"R&;B,Rap",8
T,Nasty Freestyle,"Memes,Rap",9
T,Reverse Cowgirl,"R&;B,Rap",75
T,Take Your Shirt Off,"Crunk,Rap",80
T,Up Down,"R&;B,Rap",62
T.I.,24's,Rap,78
T.I.,ASAP,Rap,75
T.I.,About The Money,"Atlanta,Trap,Rap",42
T.I.,Ball,Rap,50
T.I.,Bring Em Out,Rap,9
T.I.,Dead And Gone,Rap,2
T.I.,Get Back Up,Rap,70
T.I.,Go Get It,"Atlanta,Trap,Rap",77
T.I.,Got Your Back,Rap,38
T.I.,Hell Of A Life,Rap,54
T.I.,I'm Back,Rap,44
T.I.,I'm Flexin',Rap,66
T.I.,Let's Get Away,Rap,35
T.I.,Live Your Life,"Pop,Rap",1
T.I.,Love This Life,Rap,81
T.I.,No Matter What,Rap,72
T.I.,No Mediocre,"West Coast,Rap",33
T.I.,Ready For Whatever,Rap,57
T.I.,Remember Me,Rap,29
T.I.,Rubber Band Man,Rap,30
T.I.,Swing Ya Rag,Rap,62
T.I.,That's All She Wrote,Rap,18
T.I.,Top Back,Rap,29
T.I.,U Don't Know Me,Rap,23
T.I.,We Don't Get Down Like Y'all,Rap,78
T.I.,"What Up, What's Haapnin'",Rap,84
T.I.,What You Know,Rap,3
T.I.,Whatever You Like,Rap,1
T.I.,Why You Wanna,"Producer,Rap",29
T.I.,Wit Me,Rap,80
T.I.,Yeah Ya Know,Rap,44
T.I.,You Know What It Is,Rap,34
T.O.K.,Footprints,"Jamaica,Rock,Dancehall,Reggae,Pop",93
T.O.K.,Gal Yuh Ah Lead,Pop,85
T.W.D.Y.,Players Holiday,Pop,90
TK Kravitz,Ocean,R&;B,76
TLC,Damaged,"Pop,Soul Pop,R&;B",53
TLC,Dear Lie,"R&;B,Rap",51
TLC,Girl Talk,"Pop,R&;B,Rap",28
TLC,No Scrubs,"Rap,Pop,R&;B",13
TLC,Unpretty,"R&;B,Rap",1
TRUSTcompany,Downfall,"Nu-Metal,Rock",91
Taio Cruz,Break Your Heart,"Pop,Rap",1
Taio Cruz,Dirty Picture,Pop,96
Taio Cruz,Dynamite,"Electro-Pop,Pop",2
Taio Cruz,Hangover,Rap,62
TakeOff,Casper,"Trap,Motown,Rap",99
TakeOff,Last Memory,"Motown,Trap,Rap",54
Taking Back Sunday,MakeDamnSure,Rock,48
Tal Bachman,She's So High,Rock,14
Talib Kweli,Get By,"Conscious Hip-Hop,East Coast,Rap",77
Tamar Braxton,All The Way Home,"R&;B,Rap",96
Tamar Braxton,If You Don't Wanna Love Me,R&;B,89
Tamar Braxton,Love And War,"R&;B,Rap",57
Tamia,Can't Go For That,Pop,84
Tamia,Officially Missing You,R&;B,83
Tamia,Stranger In My House,"Pop,Remix,Dance",10
Tammy Cochran,Angels In Waiting,Pop,73
Tang Forever,Wu,"Producer,Canada,Rap",52
Tank,Maybe I Deserve,"Producer,Soul Pop,Soul,Singer-Songwriter,R&;B",38
Tank,Please Don't Go,R&;B,42
Tank,When We,R&;B,78
"Tanto Metro, Devonte",Everyone Falls In Love,"Jamaica,Dancehall,Rap",88
"Tanto Metro, Devonte",Give It To Her,"Jamaica,Dancehall,Pop",85
Tay,The Race,"Hip-Hop,American Underground,Trap,Rap",44
Taylor Hicks,Do I Make You Proud,"Soul Pop,Soul,Pop",1
Taylor Hicks,Takin' It To The Streets,Pop,69
Taylor Swift,...Ready For It?,"Electronic,Electro-Pop,Pop",4
Taylor Swift,22,"Pop Country,Pop-Rock,Dance-Pop,Country,Pop",20
Taylor Swift,All Too Well,"Rock,Pop,Alternative Pop,Alternative Rock,Country",80
Taylor Swift,Back To December,"Baroque Pop,Country",6
Taylor Swift,Bad Blood,"Electro-Hop,Electro-Pop,Rap,Pop",1
Taylor Swift,Begin Again,Country,7
Taylor Swift,Better Than Revenge,"Alternative Rock,Pop-Punk,Pop-Rock,Country",56
Taylor Swift,Blank Space,"Teen Pop,Synth-Pop,Electro-Pop,Pop",1
Taylor Swift,Breathe,"Pop Country,Ballad,Adult Contemporary,Country,Pop",87
Taylor Swift,Breathless,"Country,Pop",72
Taylor Swift,Call It What You Want,"Synth-Pop,Electro-Pop,Pop",27
Taylor Swift,Change,"Pop Country,Country,Pop",10
Taylor Swift,Come In With The Rain,"Country,Pop",30
Taylor Swift,Crazier,"Soundtrack,Country,Pop",17
Taylor Swift,Dear John,"Rock,Country,Pop",54
Taylor Swift,Delicate,"Synth-Pop,New Wave,Tropical House,Electro-Pop,Electronic,Pop",12
Taylor Swift,Enchanted,"Pop-Rock,Country",75
