Artists,Name,Genre,Weekly.rank
"""Weird Al"" Yankovic",Canadian Idiot,"Comedy,Parody,Rock",82
"""Weird Al"" Yankovic",Word Crimes,"Parody,Comedy,Pop",39
'N Sync,Bye Bye Bye,"Adult Contemporary,Dance-Pop,Teen Pop,Boy Band,Pop",4
'N Sync,Gone,"Adult Contemporary,Acoustic,Soul Pop,R&;B,Boy Band,Pop",11
'N Sync,It's Gonna Be Me,"Memes,Dance-Pop,Teen Pop,Boy Band,Pop",1
'N Sync,Pop,"Electro-Pop,Electronic,Boy Band,Pop",19
'N Sync,This I Promise You,"Ballad,Adult Contemporary,Neo Soul,Soul Pop,Soul,R&;B,Boy Band,Pop",5
"'N Sync, Gloria Estefan",Music Of My Heart,Pop,2
10 Years,Wasteland,"Alternative Metal,Rock",94
112,Anywhere,"R&;B,Rap",25
112,Dance With Me,Rap,39
112,It's Over Now,R&;B,6
112,Na Na Na,"Dancehall,R&;B",75
112,Peaches & Cream,R&;B,4
17,NC,"Trap,Rap",41
2 Chainz,4 AM,"Atlanta,Trap,Rap",55
2 Chainz,Birthday Song,"Trap,Rap",47
2 Chainz,Feds Watching,Rap,66
2 Chainz,Gotta Lotta,Rap,100
2 Chainz,I Do It,Rap,94
2 Chainz,I'm Different,"Hyphy,West Coast,Rap",27
2 Chainz,It's A Vibe,"DMV,West Coast,Trap,R&;B,Rap",44
2 Chainz,Momma I Hit A Lick,"West Coast,Rap",100
2 Chainz,No Lie,"Canada,Trap,Rap",24
2 Chainz,Proud,"West Coast,Motown,Trap,Rap",96
2 Chainz,Rule The World,"R&;B,Rap",94
2 Chainz,Watch Out,Rap,64
2 Chainz,Whip,Rap,75
2 Chainz,Yuck!,Rap,80
"2 Chainz, Gucci Mane, Quavo",Good Drank,"Atlanta,Trap,Rap",70
"2 Chainz, Wiz Khalifa",We Own It,"East Coast,Soundtrack,Rap",16
2 Pistols,She Got It,Rap,24
21 Savage,1.5,"Motown,Trap,Rap",86
21 Savage,A Lot,"East Coast,Trap,Rap",12
21 Savage,ASMR,"Trap,Rap",95
21 Savage,All My Friends,"Trap,Rap",67
21 Savage,Bank Account,"Memes,Trap,Rap",12
21 Savage,Break Da Law,"Trap,Rap",70
21 Savage,Can't Leave Without It,"Motown,Trap,Rap",58
21 Savage,Famous,"Trap,Rap",94
21 Savage,Gun Smoke,"Trap,Rap",93
21 Savage,Monster,"Atlanta,Hip-Hop,Trap,Rap",73
21 Savage,Out For The Night,"Trap,Rap",88
21 Savage,Red Opps,"Trap,Rap",74
"21 Savage, Metro Boomin",No Heart,"Atlanta,Memes,Trap,Rap",43
"21 Savage, Metro Boomin",X,"Atlanta,Trap,Rap",36
"21 Savage, Offset, Metro Boomin",Ghostface Killers,"Atlanta,Trap,Rap",35
"21 Savage, Offset, Metro Boomin",Mad Stalkers,"Motown,Trap,Rap",99
"21 Savage, Offset, Metro Boomin",Rap Saved Me,"Motown,Trap,Rap",64
2Pac,Still Ballin,"Remix,Gangsta Rap,Rap",69
2Pac,Thugs Get Lonely Too,"Remix,Gangsta Rap,West Coast,Rap",98
2Pac,Thugz Mansion,"Remix,R&;B,Soul,Rap",19
2Pac,Until The End Of Time,"Remix,Pop,R&;B,Rap",52
3 Doors Down,Away From The Sun,Rock,62
3 Doors Down,Be Like That,"Post-Grunge,Alternative Rock,Rock",24
3 Doors Down,Citizen/Soldier,"Post-Grunge,Military,Rock",96
3 Doors Down,Here Without You,"Post-Grunge,Rock",5
3 Doors Down,It's Not My Time,Rock,17
3 Doors Down,Kryptonite,"Alternative,Post-Grunge,Alternative Rock,Rock",3
3 Doors Down,Let Me Go,"Alternative Rock,Rock",14
3 Doors Down,Loser,"Rock,Alternative Rock",55
3 Doors Down,When I'm Gone,Rock,4
3 Doors Down,When You're Young,Rock,81
311,Love Song,"Ska,Cover,Rock",59
3LW,Playas Gon' Play,R&;B,81
3OH!3,Deja Vu,"Dance-Pop,Pop",75
3OH!3,Don't Trust Me,"Electronic,Pop,Rap",7
3OH!3,Double Vision,"Dance-Pop,Pop",87
3OH!3,Follow Me Down,"Electro-Pop,Dance-Pop,Pop",89
3OH!3,Hit It Again,Pop,66
3OH!3,I Can Do Anything,Rap,100
3OH!3,Set You Free,Pop,84
3OH!3,Starstrukk,Rap,66
5 Seconds Of Summer,Amnesia,"Australia,Punk Rock,Pop-Rock,Pop,Rock",16
5 Seconds Of Summer,Don't Stop,"Australia,Punk Rock,Pop-Rock,Pop,Rock",47
5 Seconds Of Summer,Easier,"Australia,Pop",48
5 Seconds Of Summer,Everything I Didn't Say,"Australia,Punk Rock,Pop-Rock,Pop,Rock",24
5 Seconds Of Summer,Fly Away,"Australia,Pop-Rock,Pop,Punk Rock,Rock",100
5 Seconds Of Summer,Girls Talk Boys,"Australia,Pop",68
5 Seconds Of Summer,Good Girls,"Australia,Punk Rock,Pop-Rock,Pop,Rock",34
5 Seconds Of Summer,Jet Black Heart,"Australia,Pop-Rock,Pop,Punk Rock,Rock",95
5 Seconds Of Summer,Kiss Me Kiss Me,"Australia,Punk Rock,Pop-Rock,Pop,Rock",28
5 Seconds Of Summer,She Looks So Perfect,"Australia,Punk Rock,Pop-Rock,Pop,Rock",24
5 Seconds Of Summer,She's Kinda Hot,"Australia,Pop-Rock,Pop,Punk Rock,Rock",22
5 Seconds Of Summer,Want You Back,"Pop-Rock,Australia,Electro-Pop,Pop",61
5 Seconds Of Summer,Youngblood,"New Wave,Pop,Synth-Pop,Electro-Pop,Alternative Pop,Australia,Pop-Rock,Rock",7
50 Cent,21 Questions,Rap,1
50 Cent,Ayo Technology,"Rap,Producer",5
50 Cent,Baby By Me,Rap,28
50 Cent,Candy Shop,Rap,1
50 Cent,Disco Inferno,Rap,3
50 Cent,Get Up,Rap,44
50 Cent,Hustler's Ambition,Rap,65
50 Cent,I Get It In,Rap,53
50 Cent,I Get Money,"SHADYXV,Rap,Producer",20
50 Cent,If I Can't,"East Coast,Rap",76
50 Cent,In Da Club,"Hip-Hop,Memes,Producer,East Coast,Gangsta Rap,SHADYXV,Rap",1
50 Cent,My Life,Rap,27
50 Cent,New Day,Rap,79
50 Cent,Outlaw,Rap,87
50 Cent,Outta Control,"Remix,Rap",6
50 Cent,P.I.M.P.,"Gangsta Rap,Calypso,East Coast,SHADYXV,Rap",3
50 Cent,Piggy Bank,"Beef,Rap",88
50 Cent,Straight To The Bank,Rap,32
50 Cent,The Invitation,Rap,97
50 Cent,Wanksta,"East Coast,SHADYXV,Rap",13
50 Cent,Window Shopper,"Screen,Soundtrack,Hardcore Hip-Hop,Gangsta Rap,East Coast,Hip-Hop,Rap",20
"50 Cent, Olivia",Best Friend,Rap,35
504 Boyz,Wobble Wobble,Rap,17
6LACK,Prblms,"Alternative R&;B,Trap,R&;B",72
6LACK,Pretty Little Fears,"R&;B,Rap",76
6ix9ine,BEBE,"Puerto Rico,Rap,Latin Urban,Pop,Reggaeton,En Espa\xc3\xb1ol,Latin Music",30
6ix9ine,Billy,"Trap Metal,Metalrap,Trap,Rap Rock,Gangsta Rap,Hip-Hop,Nu-Metal,Screamo,Rap",50
6ix9ine,FEFE,"Hip-Hop,Pop,Trap,Rap",3
6ix9ine,Gotti,"R&;B,Hip-Hop,East Coast,Cloud Rap,Trap,Rap",99
6ix9ine,Gummo,"Cloud Rap,Hardcore Hip-Hop,Hip-Hop,Trap,Rap,East Coast",12
6ix9ine,KIKA,"Trap,R&;B,Canada,East Coast,Rap",44
6ix9ine,Kooda,"Gangsta Rap,Hardcore Hip-Hop,Trap,East Coast,Beef,Rap",50
6ix9ine,MAMA,"Pop,Motown,Trap,Rap",43
6ix9ine,RONDO,"Hardcore Hip-Hop,Canada,Trap,Rap",73
6ix9ine,STOOPID,"Hardcore Hip-Hop,East Coast,Trap,Rap",25
6ix9ine,TATI,"Beef,Hardcore Hip-Hop,East Coast,Rap",46
6ix9ine,TIC TOC,"Trap,Motown,Rap",53
6ix9ine,WAKA,"Trap,Rap",51
"6ix9ine, Fetty Wap, A Boogie Wit da Hoodie",KEKE,"Hardcore Hip-Hop,East Coast,Trap,Rap",43
702,Where My Girls At?,"Girl Group,R&;B",6
800,1,"Hip-Hop,Canada,DMV,Pop,Rap",3
98 Degrees,Give Me Just One Night,"Latin Pop,Pop",2
98 Degrees,I Do,Pop,13
98 Degrees,My Everything,Pop,34
98 Degrees,The Hardest Thing,"R&;B,Pop",12
98 Degrees,This Gift,Pop,49
A,Freek,"Electronic,Rap",7
A,Out The Speakers,Pop,98
A Boogie Wit da Hoodie,Beast Mode,"Trap,Rap",86
A Boogie Wit da Hoodie,Demons And Angels,"Cloud Rap,Trap,Rap",90
A Boogie Wit da Hoodie,Drowning,"Trap,Rap",38
A Boogie Wit da Hoodie,Look Back At It,"Pop,Rap",27
A Boogie Wit da Hoodie,No Promises,"Trap,Rap",74
A Boogie Wit da Hoodie,Say A',Rap,75
A Boogie Wit da Hoodie,Startender,"Motown,Trap,Rap",59
A Boogie Wit da Hoodie,Swervin,"Trap,Rap",38
A Boogie Wit da Hoodie,Timeless,Rap,86
A Boogie Wit da Hoodie,Undefeated,"Trap,Rap",84
A Great Big World,Hold Each Other,"R&;B,Rap,Pop",99
"A Great Big World, Christina Aguilera",Say Something,"Piano,Acoustic,Adult Contemporary,Indie Pop,Pop,Ballad",4
A Perfect Circle,The Outsider,"Alternative Metal,Alternative,Alternative Rock,Rock",79
A Perfect Circle,Weak And Powerless,"Alternative Rock,Rock",61
A Rocket To The Moon,Like We Used To,Rock,91
A Thousand Horses,Smoke,Country,47
A Tribe Called Quest,We The People....,"Conscious Hip-Hop,Boom Bap,Politics,East Coast,Rap",77
A$AP Ferg,New Level,"Atlanta,East Coast,Trap,Rap",90
A$AP Ferg,Plain Jane,"East Coast,Trap,Fashion,Remix,Rap",27
A$AP Ferg,Work,"Posse Cut,East Coast,West Coast,Remix,Trap,Rap",100
A$AP Rocky,Electric Body,"Cloud Rap,East Coast,R&;B,Trap,Pop,Rap",80
A$AP Rocky,Everyday,"R&;B,East Coast,Rap",92
A$AP Rocky,Praise The Lord,"East Coast,Trap,UK Rap,UK,Rap",45
A$AP Rocky,Wild For The Night,"East Coast,Electronic,Dubstep,Rap",80
A*Teens,Bouncing Off The Ceiling,Pop,93
A*Teens,Dancing Queen,Pop,95
AFI,Love Like Winter,Rock,68
AFI,Miss Murder,"Post-Hardcore,Alternative Rock,Pop-Punk,Emo,Rock",24
AJR,Burn The House Down,Pop,100
AJR,I'm Ready,Pop,65
AJR,Weak,"Trap,Electro-Pop,Electronic,Indie Pop,Pop",73
ATC,Around The World,Pop,28
AWOLNATION,Sail,"Electro-Pop,Pop-Rock,Alternative Rock,Industrial Rock,Indie Rock,Electronic Rock,Rock",17
Aaliyah,Come Over,R&;B,32
Aaliyah,I Care 4 U,R&;B,16
Aaliyah,I Don't Wanna,"R&;B,Rap",35
Aaliyah,Miss You,R&;B,3
Aaliyah,More Than A Woman,"Pop,R&;B",25
Aaliyah,Rock The Boat,R&;B,14
Aaliyah,Try Again,R&;B,1
Aaliyah,We Need A Resolution,"Soul,Soul Pop,Pop,R&;B,Rap",59
Aaron Carter,That's How I Beat Shaq,Pop,96
Aaron Lewis,Country Boy,Country,87
Aaron Lines,You Can't Hide Beautiful,Country,38
Aaron Tippin,Kiss This,Pop,42
Aaron Tippin,Where The Stars And Stripes And The Eagle Fly,Country,20
Ace Hood,Body 2 Body,"R&;B,Rap",65
Ace Hood,Bugatti,"Gangsta Rap,Trap,Rap",33
Ace Hood,Hustle Hard,Rap,60
Ace Hood,Ride,"R&;B,Rap",90
Action Bronson,Baby Blue,Rap,91
Adam Lambert,Better Than I Know Myself,"Pop,Glam Rock,Pop-Rock,Ballad",76
Adam Lambert,For Your Entertainment,"Pop-Rock,Glam Rock,Pop",61
Adam Lambert,Ghost Town,"House,Pop-Rock,Glam Rock,Rock,Electronic,Pop",64
Adam Lambert,If I Had You,"Electronic,Electronic Pop,Dance,Pop",30
Adam Lambert,No Boundaries,"Pop,American Idol",72
Adam Lambert,One,"Ballad,Glam Rock,Pop-Rock,Pop",82
Adam Lambert,Time For Miracles,"Pop-Rock,Glam Rock,Pop",50
Adam Lambert,Whataya Want From Me,"Ballad,Pop-Rock,Glam Rock,Pop",10
"Adam Levine, Javier Colon",Man In The Mirror,Pop,45
"Adam Levine, Tony Lucca",Yesterday,Pop,68
Adele,All I Ask,"UK,Pop",77
Adele,Chasing Pavements,"Blues,UK,Soul,Pop,Rock",21
Adele,Hello,"Adult Alternative,Adult Contemporary,Ballad,Piano,Soul,Memes,UK,Pop",1
Adele,Remedy,"UK,Pop",87
Adele,Rolling In The Deep,"Pop,Blues,Adult Alternative,Adult Contemporary,Blue-Eyed Soul,Soul",1
Adele,Rumour Has It,"Blues,Adult Alternative,Blue-Eyed Soul,Soul,Pop,R&;B,Rock",16
Adele,Set Fire To The Rain,"Ballad,Rock,Soul,UK,Pop",1
Adele,Skyfall,"Orchestral,Adult Alternative,Soundtrack,UK,Rock,Pop,Screen,Theme Song",8
Adele,Someone Like You,"Easy Listening,Soul Pop,Adult Alternative,Adult Contemporary,Ballad,Piano,Pop,Soul",1
Adele,Turning Tables,"Soul,Piano,Ballad,Pop,R&;B",63
Adele,Water Under The Bridge,"Adult Alternative,Adult Contemporary,Ballad,Disco,Tropical House,Trip-Hop,UK,Pop",26
Adele,When We Were Young,"Piano,Ballad,Soul,UK,Pop",14
Aerosmith,Jaded,"Alternative Rock,Hard Rock,Rock",7
Afrojack,As Your Friend,"Dance,Pop,Electronic,R&;B,Rap",88
Afrojack,Ten Feet Tall,"Pop,Electronic",100
Afroman,Because I Got High,"Comedy,Memes,Rap",13
Akon,Angel,Pop,56
Akon,Beautiful,"R&;B,Rap",19
Akon,Belly Dancer,"R&;B,Rap",30
Akon,Don't Matter,R&;B,1
Akon,Ghetto,"R&;B,Rap",92
Akon,I Wanna Love You,"R&;B,Rap",1
Akon,I'm So Paid,"R&;B,Rap",31
Akon,Locked Up,"R&;B,Rap",8
Akon,Lonely,"Soul,Rap,R&;B",4
Akon,Right Now,"R&;B,Rap",8
Akon,Smack That,"R&;B,Rap",2
Akon,"Sorry, Blame It On Me","R&;B,Rap",7
Akon,Troublemaker,"R&;B,Rap",97
Alabama,God Must Have Spent A Little More Time On You,Country,29
Alabama Shakes,Hold On,"Adult Alternative,Soul,Blues Rock,Roots,Blues,Rock",93
Alan Jackson,A Woman's Love,Country,73
Alan Jackson,Country Boy,Country,49
Alan Jackson,Drive,"Country,Rock",28
Alan Jackson,Good Time,Country,40
Alan Jackson,It Must Be Love,Country,37
Alan Jackson,Like Red On A Rose,Country,80
Alan Jackson,Little Man,Country,39
Alan Jackson,Monday Morning Church,Country,54
Alan Jackson,Pop A Top,Country,43
Alan Jackson,Remember When,Country,29
Alan Jackson,Sissy's Song,Country,61
Alan Jackson,Small Town Southern Man,Country,42
Alan Jackson,That'd Be Alright,Country,29
Alan Jackson,The Talkin' Song Repair Blues,Country,99
Alan Jackson,Too Much Of A Good Thing,Country,46
Alan Jackson,When Somebody Loves You,Country,52
Alan Jackson,Where I Come From,Country,34
Alan Jackson,Work In Progress,Country,35
Alan Jackson,www.memory,Country,45
"Alan Jackson, Jimmy Buffett",It's Five O'Clock Somewhere,"Country,Rock",17
Alan Walker,Faded,"Progressive House,House,Electronic,Pop",80
Alanis Morissette,Everything,"Alternative Rock,Rock",76
Alanis Morissette,Hands Clean,Rock,23
Alec Benjamin,Let Me Down Slowly,"Pop,Remix",79
Alejandro Sanz,A La Primera Persona,"En Espa\xc3\xb1ol,Rock",100
Alessia Cara,Growing Pains,Pop,65
Alessia Cara,Here,"Producer,Pop,R&;B",5
Alessia Cara,How Far I'll Go,"Disney,Soundtrack,Pop",56
Alessia Cara,Scars To Your Beautiful,Pop,8
Alessia Cara,Wild Things,"Canada,Pop",50
Alesso,Heroes,"Electronic,Pop",31
Alex Clare,Too Close,Rock,7
Alexandra Stan,Mr. Saxobeat,"Dance-Pop,Eurodance,Dance,Pop",21
Ali Gatie,It's You,R&;B,70
Alice Deejay,Better Off Alone,Pop,27
Alice In Chains,Check My Brain,Rock,92
Alice Merton,No Roots,"Adult Alternative,Adult Contemporary,Synth-Pop,Alternative Pop,Alternative Rock,Pop,Dance-Pop,Dance,Rock,Electro-Pop,Pop-Rock,Alternative",84
Alicia Keys,A Woman's Worth,"Neo Soul,Soul,Pop,R&;B",7
Alicia Keys,Diary,"R&;B,Rap",8
Alicia Keys,Doesn't Mean Anything,"Pop,Neo Soul,R&;B",60
Alicia Keys,Fallin',"Singer-Songwriter,East Coast,Ballad,Chart History,Piano,Soul,Soul Pop,Pop,R&;B",1
Alicia Keys,Girl On Fire,"Pop,R&;B,Rap",11
Alicia Keys,How Come You Don't Call Me,"Soul Pop,Pop,Soul,R&;B",59
Alicia Keys,If I Ain't Got You,R&;B,4
Alicia Keys,Karma,"Neo Soul,R&;B",20
Alicia Keys,Like You'll Never See Me Again,"R&;B,Soul,Soul Pop,Pop",12
Alicia Keys,No One,"Soul,Soul Pop,Pop,R&;B",1
Alicia Keys,Superwoman,"Soul,Pop,R&;B",82
Alicia Keys,Teenage Love Affair,"Soul,Soul Pop,Pop,R&;B",54
Alicia Keys,Try Sleeping With A Broken Heart,"R&;B,Soul,Soul Pop,Pop",27
Alicia Keys,Unbreakable,"Live,Soul,Soul Pop,Pop,R&;B",34
Alicia Keys,You Don't Know My Name,"R&;B,Rap",3
Alien Ant Farm,Smooth Criminal,"Adult Alternative,Funk Rock,Hard Rock,Post-Grunge,Pop-Rock,Nu-Metal,Cover,Alternative Metal,Alternative Rock,Rock",23
Alisan Porter,Down That Road,"Country,Pop",100
Alison Gold,Chinese Food,Rock,29
All Star Tribute,What's Going On,Pop,27
Aloe Blacc,The Man,"Adult Contemporary,Alternative R&;B,Adult Alternative,Soul Pop,Soul,Pop,R&;B",8
Alpha Rev,New Morning,"Adult Alternative,Indie Rock,Rock",100
Alvin And The Chipmunks,Bad Day,Pop,67
Alvin And The Chipmunks,Funkytown,Pop,86
Alvin And The Chipmunks,The Chipmunk Song,"Children&#39;s Music,Christmas,Rock",66
Alvin And The Chipmunks,Witch Doctor,Pop,62
"Aly, AJ",Chemicals React,Pop,50
"Aly, AJ",Greatest Time Of Year,"Christmas,Pop",96
"Aly, AJ",Like Whoa,"Electronic Rock,Electro-Pop,Disney,Soundtrack,Rock,Pop-Rock,Pop",63
"Aly, AJ",Potential Breakup Song,"Pop,New Wave,Electronic Rock,Rock,Pop-Rock",17
"Aly, AJ",Rush,"Disney,Post-Grunge,Alternative Rock,Rock,Soundtrack,Pop-Rock,Pop",59
Amanda,Everybody Doesn't,Pop,81
Amanda Perez,Angel,Rap,20
Amanda Perez,Never,Pop,79
Amel Larrieux,Get Up,"Soul,Neo Soul,R&;B",97
American Authors,Best Day Of My Life,"Adult Alternative,Adult Contemporary,Pop-Rock,Alternative Rock,Rock,Indie Pop,Indie Rock,Pop",11
American Girl,All,Country,27
American Hi,Flavor Of The Weak,"Pop-Punk,Punk Rock,Rock",41
Amerie,1 Thing,"Pop,R&;B",8
Amerie,Talkin' To Me,R&;B,51
Amerie,Why Don't We Fall In Love,R&;B,23
Amine,Caroline,Rap,11
Amy Winehouse,Rehab,"Alternative R&;B,Adult Alternative,Pop,Funk,Soul Jazz,Soul Pop,R&;B,Soul,Rock",9
Amy Winehouse,You Know I'm No Good,"Soul Jazz,Soul Pop,Soul,Adult Alternative,Jazz-Funk,Jazz,Funk,Rock,R&;B,UK,Alternative,Blues",77
Anastacia,I'm Outta Love,"Dance-Pop,Pop",92
Andrew McMahon In The Wilderness,Cecilia And The Satellite,"Alternative Pop,Alternative,Adult Alternative,Alternative Rock,Synth Rock,Synth-Pop,Pop-Rock,Rock,Pop",96
Andrew Seeley,Get'cha Head In The Game,"Disney,Soundtrack,Pop",23
Andy Grammer,Fine By Me,Rock,84
Andy Grammer,Fresh Eyes,Pop,59
Andy Grammer,Good To Be Alive,Pop,62
Andy Grammer,"Honey, I'm Good.","Rock,Pop",9
Andy Grammer,Keep Your Head Up,"Rock,Pop",53
Andy Griggs,I'll Go Crazy,Country,65
Andy Griggs,If Heaven,Country,65
Andy Griggs,She Thinks She Needs Me,Country,43
Andy Griggs,She's More,Country,37
Andy Griggs,Tonight I Wanna Be Your Man,Country,52
Andy Griggs,You Won't Ever Be Lonely,Country,74
Andy Williams,It's The Most Wonderful Time Of The Year,"Christmas,Holiday,Pop",10
Angel City,Love Me Right,Pop,95
"Angels, Airwaves",The Adventure,"Rock,Space Rock,Pop-Rock",55
Angie Martinez,Take You Home,Rap,85
Angie Stone,Brotha,"Soul,R&;B",52
Angie Stone,No More Rain,Pop,56
Angie Stone,Wish I Didn't Miss You,"Neo Soul,Soul,R&;B",79
Anita Baker,You're My Everything,"R&;B,Soul,Jazz,Soul Jazz,Soul Pop,Pop",74
Anna Kendrick,Cups,Pop,6
Anna Nalick,Breathe,"Ballad,Soundtrack,Pop-Rock,Pop,Rock",45
AnnaSophia Robb,Keep Your Mind Wide Open,Pop,90
Anne Hathaway,I Dreamed A Dream,"Pop,Musicals",69
Annie Lennox,I Put A Spell On You,"Cover,Soundtrack,Screen,Pop",97
Annie Lennox,Many Rivers To Cross,Pop,80
Anthony Hamilton,Can't Let Go,"Soul,R&;B",71
Anthony Hamilton,Charlene,"Ballad,Neo Soul,Soul,R&;B",19
"Antoine Dodson, The Gregory Brothers",Bed Intruder Song,"Memes,News,YouTube,Rap",89
"Anuel AA, Karol G",Secreto,"Puerto Rico,Pop,Reggaeton,En Espa\xc3\xb1ol,Latin Music,Latin Urban",68
"Anuel AA, Romeo Santos",Ella Quiere Beber,"Puerto Rico,Dancehall,Latin Urban,Latin Trap,Latin Pop,Latin Music,En Espa\xc3\xb1ol,Pop",61
Anya Marina,Whatever You Like,Pop,88
Apocalyptica,I Don't Care,Rock,78
Arcade Fire,Reflektor,"Disco,Art Rock,Baroque Pop,Alternative Dance,Dance-Pop,Indie Rock,Rock",99
Arctic Monkeys,Do I Wanna Know?,"British Rock,UK,Adult Alternative,Soundtrack,Psychedelic Rock,Blues Rock,Indie Rock,Alternative Rock,Rock",70
Ariana Grande,7 Rings,"Memes,Trap,R&;B,Pop",1
Ariana Grande,Baby I,"R&;B,Pop",21
Ariana Grande,Bad Idea,"Trap,Alternative R&;B,R&;B",27
Ariana Grande,Be Alright,Pop,43
Ariana Grande,Best Mistake,"Rap,R&;B,Pop",49
Ariana Grande,Bloodline,"Dancehall,Reggae,R&;B,Pop",22
Ariana Grande,Break Free,"Electro-Pop,Dance,Pop",4
Ariana Grande,"Break Up With Your Girlfriend, I'm Bored","Trap,Trip-Hop,Lo-Fi,R&;B,Pop",2
Ariana Grande,Breathin,"Dance-Pop,Electro-Pop,R&;B,Pop",12
Ariana Grande,Dangerous Woman,"Pop-Rock,Pop,R&;B",8
Ariana Grande,Everyday,"Electro-Pop,Trap,Rap,Pop",55
Ariana Grande,Everytime,"Trap,Alternative R&;B,R&;B,Pop",62
Ariana Grande,Fake Smile,"Neo Soul,Trap,R&;B,Pop",26
Ariana Grande,Focus,Pop,7
Ariana Grande,Ghostin,"Dream-Pop,Ballad,R&;B,Pop",25
Ariana Grande,God Is A Woman,"Feminism,Alternative R&;B,Electro-Pop,Trap,R&;B,Pop",8
Ariana Grande,Goodnight N Go,"Trap,Synth-Pop,Electro-Pop,R&;B,Pop",87
Ariana Grande,Imagine,"Ballad,Trap,Neo Soul,Alternative R&;B,R&;B,Pop",21
Ariana Grande,In My Head,"Alternative R&;B,Trap,R&;B,Pop",38
Ariana Grande,Into You,"Electro-Pop,Pop",13
Ariana Grande,Last Christmas,"Christmas,Pop",96
Ariana Grande,Let Me Love You,"Trap,R&;B,Rap,Pop",99
Ariana Grande,Make Up,"R&;B,Pop",48
Ariana Grande,NASA,"Trap,R&;B,Pop",17
Ariana Grande,Needy,"R&;B,Pop",14
Ariana Grande,No Tears Left To Cry,"Electro-Pop,Synth-Pop,Pop,Dance-Pop",3
Ariana Grande,One Last Time,"UK,Pop",13
Ariana Grande,Pete Davidson,"Trap,Alternative R&;B,R&;B,Pop",99
Ariana Grande,Problem,"Australia,Screen,Producer,Dance-Pop,R&;B,Rap,Pop",2
Ariana Grande,R.E.M,"Doo-Wop,Neo Soul,R&;B,Pop",72
Ariana Grande,Right There,"Rap,R&;B,Pop",84
Ariana Grande,Santa Tell Me,"R&;B,Christmas,Pop",42
Ariana Grande,Side To Side,"Reggae,Rap,Pop",4
Ariana Grande,Sweetener,"R&;B,Trap,Pop",55
Ariana Grande,"Thank U, Next","Dream-Pop,Memes,R&;B,Pop",1
Ariana Grande,The Light Is Coming,"Rap,Pop",89
Ariana Grande,The Way,"R&;B,Rap,Pop",9
"Ariana Grande, John Legend",Beauty And The Beast,"Ballad,Disney,Musicals,Soundtrack,Pop",87
"Ariana Grande, Nathan Sykes",Almost Is Never Enough,"UK,Piano,Ballad,R&;B,Pop",82
"Ariana Grande, The Weeknd",Love Me Harder,"R&;B,Alternative R&;B,Synth-Pop,Synthwave",7
"Ariana Grande, Victoria Monet",Monopoly,"R&;B,Pop",69
Arianna,Sexy People,Pop,97
Armin van Buuren,This Is What It Feels Like,"Pop,Dance,Trance",96
"Artists Of Then, Now, Forever",Forever Country,Country,21
Ashanti,Baby,"Soul,R&;B",15
Ashanti,Foolish,"Soul,R&;B",1
Ashanti,Happy,"Soul,R&;B",8
Ashanti,Only U,"Pop-Rock,Soul,Pop,R&;B",13
Ashanti,Rain On Me,"Pop,Soul,R&;B",7
Ashanti,Rock Wit U,"Soul,Pop,R&;B",2
Ashanti,The Way That I Love You,"R&;B,Rap",37
Asher Roth,G.R.I.N.D.,Rap,79
Asher Roth,I Love College,Rap,12
Ashlee Simpson,Boyfriend,"Pop,Pop-Rock",19
Ashlee Simpson,Invisible,Rock,21
Ashlee Simpson,L.O.V.E.,Rock,22
Ashlee Simpson,La La,"Pop,Pop-Rock",86
Ashlee Simpson,Pieces Of Me,"Pop,Pop-Rock",5
Ashlee Simpson,Shadow,"Pop,Pop-Rock",57
Ashlee Simpson With Tom Higgenson,Little Miss Obsessive,"Pop,Pop-Rock",96
Ashley Parker Angel,Let U Go,Pop,12
Ashley Parker Angel,Soundtrack To Your Life,Pop,58
Ashley Tisdale,Be Good To Me,"Disney,Soundtrack,R&;B,Dance-Pop,Pop",80
Ashley Tisdale,"It's Alright, It's OK","Pop,Pop-Rock,Rock",99
Ashley Tisdale,Kiss The Girl,Rock,81
"Ashley Tisdale, Lucas Grabeel",Fabulous,"Disney,Soundtrack,Pop",76
Ashton Shepherd,Look It Up,Pop,95
Audioslave,Be Yourself,"Post-Grunge,Alternative Rock,Hard Rock,Rock",32
Audioslave,Cochise,"Hard Rock,Post-Grunge,Alternative Rock,Rock",69
Audioslave,Doesn't Remind Me,"Post-Grunge,Alternative Rock,Hard Rock,Rock",68
Audioslave,I Am The Highway,"Post-Grunge,Alternative Rock,Rock",66
Audioslave,Like A Stone,"Post-Grunge,Alternative Rock,Rock",31
Audioslave,Original Fire,"Alternative Rock,Post-Grunge,Rock",79
Audioslave,Show Me How To Live,"Post-Grunge,Alternative Rock,Rock",67
August Alsina,No Love,"Soul,Remix,R&;B,Rap",69
Augustana,Boston,"Pop-Rock,Rock",34
Augustana,Sweet And Low,Pop,88
Auli'i Cravalho,How Far I'll Go,"Disney,Soundtrack,Pop",41
Austin Mahone,Mmm Yeah,"R&;B,Rap,Pop",49
Austin Mahone,What About Love,Rock,66
Ava Max,Sweet But Psycho,"Dance-Pop,Dance,Electronic Pop,Electro,R&;B,Electronic,Electro-Pop,UK,Pop",10
Avant,"Don't Say No, Just Say Yes",R&;B,96
Avant,Don't Take Your Love Away,R&;B,37
